date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2016-07-01 00:00:00,41.13,12.481,37.675602,9.355,3.8286004,1.2804399,31.749748
2016-07-01 01:00:00,37.528,10.136,33.359608,7.72397,4.435,1.2150002,31.347582
2016-07-01 02:00:00,37.75159,11.309,35.33,9.487998,2.1,0.024167027,31.921732
2016-07-01 03:00:00,37.69545,10.974789,35.18474,9.423986,2.6583343,-0.0056920387,32.411522
2016-07-01 04:00:00,38.114,11.011381,36.352646,9.340752,2.7805207,-0.018949542,31.8505
2016-07-01 05:00:00,37.96725,10.974,35.238205,9.270516,2.036,0.01566812,31.59171
2016-07-01 06:00:00,38.755592,11.307286,35.51574,9.280521,2.615658,0.007426467,30.809847
2016-07-01 07:00:00,38.975964,11.309,36.84728,9.697764,2.068,0.013246503,29.873
2016-07-01 08:00:00,34.90616,8.461,31.631443,7.3858624,1.7518115,-3.357505e-08,29.531794
2016-07-01 09:00:00,37.287918,10.087417,37.01658,8.44099,1.269,0.01043364,29.2135
2016-07-01 10:00:00,37.029446,9.55,35.4259,8.042,1.269,0.036661115,30.043386
2016-07-01 11:00:00,35.32345,9.338772,34.513092,7.908,1.269,0.022175517,29.416193
2016-07-01 12:00:00,40.209,12.06598,38.40498,10.178283,1.6546847,0.014194455,28.860928
2016-07-01 13:00:00,40.013847,11.806997,38.006363,10.038067,1.8055959,-3.357505e-08,28.236868
2016-07-01 14:00:00,42.149845,13.319,40.01212,11.185214,1.29,0.018164363,27.644716
2016-07-01 15:00:00,40.292,12.586443,38.657135,10.815565,2.1040258,0.0014762543,26.797
2016-07-01 16:00:00,40.879,13.32713,39.053123,11.355765,1.493,0.018985476,26.806175
2016-07-01 17:00:00,42.135,13.399826,39.244,11.09264,2.2496183,-3.357505e-08,27.057081
2016-07-01 18:00:00,42.02763,13.989,39.378,11.5388565,2.708,0.009350266,26.354856
2016-07-01 19:00:00,36.24483,10.471,33.589474,8.605,2.6412537,-3.357505e-08,26.1375
2016-07-01 20:00:00,37.621365,11.62445,36.86218,10.039081,2.708,0.0102970265,26.151743
2016-07-01 21:00:00,35.76697,10.733469,33.507,9.068351,2.8448336,0.0075828694,26.154036
2016-07-01 22:00:00,36.219505,11.204171,34.124,9.413589,2.8632202,-0.0032713749,25.918
2016-07-01 23:00:00,35.582146,10.934024,33.48,8.926,2.9654863,-0.0056760646,25.918
2016-07-02 00:00:00,35.601,11.761226,33.695,9.891,2.2075226,0.005208697,26.180866
2016-07-02 01:00:00,33.63161,10.306568,32.274,8.889615,1.8305213,0.004604783,26.574516
2016-07-02 02:00:00,31.329,9.579411,30.344,8.497,2.9625977e-09,-3.357505e-08,26.178648
2016-07-02 03:00:00,31.543028,9.367577,30.373468,8.256,2.9625977e-09,0.0049793385,26.425556
2016-07-02 04:00:00,30.97522,8.76585,29.753998,7.885737,1.215,-3.357505e-08,26.208672
2016-07-02 05:00:00,33.655735,10.041164,31.554777,8.05694,2.413411,-0.012867246,25.918
2016-07-02 06:00:00,30.073,8.100834,27.917736,6.439995,2.5909503,-3.357505e-08,26.05623
2016-07-02 07:00:00,33.088,8.6652355,30.961,7.023,2.8239095,0.002197232,25.348127
2016-07-02 08:00:00,32.105476,8.879,29.023497,7.398,2.265221,-3.357505e-08,25.877169
2016-07-02 09:00:00,32.839725,9.382,29.651932,7.7994537,2.3915982,-3.357505e-08,26.493193
2016-07-02 10:00:00,29.653093,8.125,27.503,6.712843,2.2982125,-0.012228999,26.750286
2016-07-02 11:00:00,31.581,8.528255,29.875832,6.5849233,1.9681255,-3.357505e-08,26.879755
2016-07-02 12:00:00,30.575,7.397266,28.865946,5.79,2.5992498,-0.008724246,26.1375
2016-07-02 13:00:00,29.308474,7.332115,27.395,5.867018,2.082491,-0.013257537,26.747208
2016-07-02 14:00:00,29.319,7.218735,27.627048,5.477875,2.484,-3.357505e-08,27.575766
2016-07-02 15:00:00,30.11321,7.768336,27.824,5.949019,2.6112435,-3.357505e-08,27.456
2016-07-02 16:00:00,32.334,8.712,28.974068,6.423082,3.8809998,1.1789973,27.676
2016-07-02 17:00:00,30.840347,7.5492463,28.359999,5.7359996,2.8516884,0.0150553845,28.438805
2016-07-02 18:00:00,32.981518,8.71466,30.862137,6.8888674,3.1776617,-3.357505e-08,28.5545
2016-07-02 19:00:00,31.678947,8.068627,27.824,5.978,3.2746158,1.2260001,29.003143
2016-07-02 20:00:00,34.208347,9.128959,31.398872,7.211406,3.237627,0.013452973,29.544865
2016-07-02 21:00:00,32.188766,8.128415,28.682,6.594,3.604,0.0010842942,29.2135
2016-07-02 22:00:00,36.104,10.024059,33.022125,7.8489647,3.4840422,0.008382287,29.336924
2016-07-02 23:00:00,35.377666,10.954344,32.6017,8.498156,3.4143217,0.010680642,28.844975
2016-07-03 00:00:00,34.833893,9.813862,32.515,7.827,3.6367111,0.0057794712,27.6755
2016-07-03 01:00:00,37.26687,12.063,32.96441,9.342583,3.290089,1.3220003,29.101986
2016-07-03 02:00:00,36.858,12.452908,33.13247,9.676735,3.9191897,1.237,28.5545
2016-07-03 03:00:00,34.581467,11.415682,31.683838,8.990559,3.1263428,-3.357505e-08,28.54132
2016-07-03 04:00:00,34.320232,11.328826,31.154371,8.936095,3.433,-3.357505e-08,28.066366
2016-07-03 05:00:00,34.01,9.986811,31.126637,8.283,2.632742,-3.357505e-08,28.43993
2016-07-03 06:00:00,34.180843,10.22,32.301,8.505787,1.983,0.02357098,28.447004
2016-07-03 07:00:00,31.350933,8.640156,29.190838,7.077,2.721464,0.0026580952,27.6755
2016-07-03 08:00:00,33.455246,11.33479,30.64466,9.244995,3.156,-0.0002980568,27.97555
2016-07-03 09:00:00,29.57,10.84454,27.553003,9.57,3.156,-0.035909448,28.350494
2016-07-03 10:00:00,33.873882,11.773814,31.03187,10.003052,2.8152096,0.0019654892,28.094303
2016-07-03 11:00:00,34.10357,11.392,31.267889,9.455447,2.623035,-0.016186748,29.242794
2016-07-03 12:00:00,34.037117,12.816,32.033,10.722,2.6156495,-3.357505e-08,30.107126
2016-07-03 13:00:00,36.078026,12.229737,32.200317,10.397768,2.6613367,0.043879,30.45871
2016-07-03 14:00:00,32.904133,11.424986,30.612,9.499397,2.6234102,0.010571923,30.726273
2016-07-03 15:00:00,31.598923,12.0589,29.862,10.293,2.4547708,-3.357505e-08,31.4115
2016-07-03 16:00:00,33.063766,11.553744,31.068,9.802874,3.017,0.0035929345,31.712048
2016-07-03 17:00:00,40.46,14.30926,36.526257,11.848,3.017,0.033345666,32.23687
2016-07-03 18:00:00,40.292,13.654,36.516136,11.433681,3.017,0.007088866,32.00937
2016-07-03 19:00:00,35.64234,11.392,32.62583,9.441952,2.516,0.028466906,31.458471
2016-07-03 20:00:00,38.71389,12.607052,36.099014,11.163594,3.204123,-3.357505e-08,31.165586
2016-07-03 21:00:00,38.282,12.927196,34.71965,10.588,2.9644043,0.036691394,30.885412
2016-07-03 22:00:00,38.198,13.495564,35.06172,11.493343,3.1649814,0.01575395,29.873
2016-07-03 23:00:00,37.528,12.649,33.99,10.527002,2.900285,0.0028404854,30.647148
2016-07-04 00:00:00,36.439,13.161806,33.406002,10.99,2.6829422,0.02392694,30.33079
2016-07-04 01:00:00,37.361,13.57,34.013096,11.473912,3.1111445,-0.014070068,30.347317
2016-07-04 02:00:00,31.245,11.184074,28.615784,9.537864,2.8439043,-3.357505e-08,29.293236
2016-07-04 03:00:00,33.790993,12.102287,31.27674,10.366736,1.94,0.014449563,28.557724
2016-07-04 04:00:00,34.130604,12.497886,31.518276,10.714791,2.9230082,0.017996754,28.316114
2016-07-04 05:00:00,32.655266,11.772325,30.532,9.728228,2.9605577,0.041541066,28.286737
2016-07-04 06:00:00,37.498795,13.740456,34.713,11.661,3.188,0.027172294,28.57568
2016-07-04 07:00:00,37.779,13.015695,34.419,11.04425,3.209,0.01147696,27.676
2016-07-04 08:00:00,32.532677,9.466,29.627832,7.958256,1.962,0.028370347,28.554987
2016-07-04 09:00:00,35.652557,11.494441,34.016,10.059039,2.4749672,0.016996827,29.166325
2016-07-04 10:00:00,36.67412,11.293747,34.423725,10.563584,2.0737512,-3.357505e-08,30.980694
2016-07-04 11:00:00,40.80974,13.360349,37.463688,10.535026,2.3546789,0.021492448,32.5095
