date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2016-07-01 00:00:00,38.89695,12.481,35.426277,9.237543,4.424,0.9072076,31.34693
2016-07-01 01:00:00,39.24754,12.307465,35.701797,9.375253,4.204389,1.215,31.379921
2016-07-01 02:00:00,38.354427,11.893113,35.33,9.127284,3.9017804,0.19776143,31.83384
2016-07-01 03:00:00,37.986748,12.144199,35.613033,9.716532,3.3800004,0.03402414,31.343798
2016-07-01 04:00:00,36.75709,11.476,34.306973,8.863059,3.0137997,0.068463705,31.031363
2016-07-01 05:00:00,36.774,11.343186,34.049004,9.020155,3.1161776,-0.01304827,30.532
2016-07-01 06:00:00,36.201622,10.974019,34.68022,8.876279,2.5614343,-9.770884e-08,29.614422
2016-07-01 07:00:00,36.138985,11.309,33.595303,8.823641,2.7070384,0.03189721,29.873
2016-07-01 08:00:00,33.926,9.8502035,31.722435,8.063927,2.015,0.12341585,30.259775
2016-07-01 09:00:00,36.418724,10.833502,35.119637,9.110467,1.269,0.05843725,28.901718
2016-07-01 10:00:00,33.672237,9.55,32.16897,8.042,1.7826383,-9.770884e-08,28.696758
2016-07-01 11:00:00,35.769,10.37504,33.936,8.519582,2.0284877,0.08861103,28.725655
2016-07-01 12:00:00,37.863846,11.1605,36.05813,9.173006,2.0670323,-9.770884e-08,27.2365
2016-07-01 13:00:00,37.025,12.303866,35.85601,10.427,1.8542118,-0.05430851,26.577
2016-07-01 14:00:00,41.659412,13.319,39.841034,10.899167,1.8169317,0.023336314,27.891178
2016-07-01 15:00:00,41.719116,13.133631,39.056,10.957235,1.269,0.118105315,26.797
2016-07-01 16:00:00,41.820564,13.024142,39.484917,10.517132,2.470076,-0.019440986,26.797
2016-07-01 17:00:00,41.73188,13.403,39.244,10.597135,2.8008819,-9.770884e-08,27.978363
2016-07-01 18:00:00,42.722,13.561115,39.378,10.848711,2.708,0.18942226,27.606808
2016-07-01 19:00:00,37.361,10.548295,34.472,8.495473,2.4977136,0.15204205,27.982763
2016-07-01 20:00:00,40.183186,12.533561,37.79783,10.401,2.708,0.09245386,26.1375
2016-07-01 21:00:00,36.98715,11.058582,33.507,8.858288,2.8059576,0.26308122,28.168839
2016-07-01 22:00:00,37.940323,11.318608,35.27107,9.007,2.7954657,0.14838685,28.135817
2016-07-01 23:00:00,36.439,11.074639,33.92359,8.937826,2.708,-9.770884e-08,25.918
2016-07-02 00:00:00,36.959354,11.476,33.695,9.115716,2.7360415,0.22377194,28.126375
2016-07-02 01:00:00,35.66031,10.848939,35.014095,9.485006,3.514515e-08,-9.770884e-08,26.3575
2016-07-02 02:00:00,34.706696,10.242543,32.49732,8.497,2.3613768,-0.010559895,28.093605
2016-07-02 03:00:00,33.794712,9.657371,32.225746,7.9340796,2.335354,-9.770884e-08,27.325422
2016-07-02 04:00:00,32.683582,9.056404,31.502588,7.5060754,2.04899,-9.770884e-08,27.092632
2016-07-02 05:00:00,30.55609,8.410703,30.75913,7.4763775,3.514515e-08,0.23947443,26.87083
2016-07-02 06:00:00,30.073,7.6834106,29.307983,6.3526864,1.29,0.19886507,27.844893
2016-07-02 07:00:00,31.800446,8.645642,30.726225,7.3426824,1.258,0.1449305,26.583725
2016-07-02 08:00:00,31.427599,8.879,29.348589,7.398,2.484,0.062439106,25.4785
2016-07-02 09:00:00,33.687035,9.813409,31.979,7.9453373,2.484,0.21862854,27.174265
2016-07-02 10:00:00,32.210712,8.4895115,30.531532,6.9644785,2.1838381,-9.770884e-08,26.999062
2016-07-02 11:00:00,31.333,8.542125,29.2754,6.9482894,2.2596624,-0.00011525388,27.136158
2016-07-02 12:00:00,30.876503,8.515858,28.863913,6.88978,2.4759176,0.013801,27.335894
2016-07-02 13:00:00,30.156,8.62205,27.777725,6.9965224,2.547937,0.13455309,29.539917
2016-07-02 14:00:00,29.319,8.356591,27.53481,6.7103467,2.705856,0.14206041,29.976261
2016-07-02 15:00:00,30.349808,7.093635,29.8569,5.550842,2.8985622,-9.770884e-08,28.254002
2016-07-02 16:00:00,32.249836,7.2564745,29.909573,5.421204,3.128942,0.037828825,27.676
2016-07-02 17:00:00,32.266495,7.6099396,30.701874,5.679279,3.176769,0.34592667,29.133446
2016-07-02 18:00:00,29.073082,7.539,26.168242,5.79,3.7530003,-0.0040093446,28.5545
2016-07-02 19:00:00,30.591183,8.293,27.676426,5.9779997,3.7530003,0.13539638,29.596834
2016-07-02 20:00:00,31.916,7.539,27.614132,5.4520516,3.820484,0.17372526,29.6535
2016-07-02 21:00:00,32.1875,8.477505,29.742512,6.593184,3.604,0.34232226,29.2135
2016-07-02 22:00:00,33.831745,9.389465,30.49635,7.069834,4.883,0.9663626,27.8955
2016-07-02 23:00:00,36.02,10.567748,32.676792,8.079999,3.868388,0.32252446,31.084816
2016-07-03 00:00:00,36.355,11.210398,32.611717,8.87569,3.6136246,0.8517848,29.348396
2016-07-03 01:00:00,34.443127,10.979788,32.119507,8.732217,3.6099284,0.8033601,28.844212
2016-07-03 02:00:00,34.516735,10.881021,32.53337,8.7096615,3.4618084,1.2370001,28.790703
2016-07-03 03:00:00,33.97275,10.471,30.622265,8.524,3.9307444,0.43879738,28.5545
2016-07-03 04:00:00,34.935707,11.280333,32.51692,9.050302,3.4330003,0.93371046,28.290709
2016-07-03 05:00:00,34.01,10.527724,30.451,8.444514,3.4330003,0.74614036,28.1155
