date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2016-07-01 00:00:00,50.184498303504164,12.480999946594238,37.9500747632028,6.000614023158926,4.423999786376953,0.27233822652913026,32.8874446912433
2016-07-01 01:00:00,46.636230174821954,12.064537616857665,36.531942748420825,6.392812891091088,3.9594315800928572,1.2150000333786009,32.328069231322274
2016-07-01 02:00:00,43.523105489620896,11.420064445448856,35.33000183105469,6.7628189767654305,3.6677331589109974,0.2709093634042622,31.79153168867
2016-07-01 03:00:00,40.84512424790099,10.931617215374503,34.330221972683724,7.110632280181956,3.380000114440918,0.2701961828176928,31.277832063286464
2016-07-01 04:00:00,38.60228644966226,11.47599983215332,33.546633211728604,7.4362528013406655,3.13318079781848,0.2694838362150333,30.786970355171697
2016-07-01 05:00:00,36.77399826049805,10.422800579229145,32.97455886871576,7.7396805402415545,2.8903268579078225,0.26877232359628356,30.53199958801269
2016-07-01 06:00:00,35.42204118362828,10.402431173158146,32.6139989436452,8.020915496884626,2.6637544117542324,0.0,29.873760690748405
2016-07-01 07:00:00,34.484633715833034,11.309000015258787,32.46495343651693,8.279957671269884,2.453463459357709,0.26735180031051337,29.87299919128418
2016-07-01 08:00:00,33.92599868774414,10.829770185019498,32.52742234733094,8.516807063397316,2.0150001049041752,0.266642789643493,29.051902695400127
2016-07-01 09:00:00,33.91524911068602,11.277478602951852,32.80140567608723,8.731463673266937,1.2690000534057615,0.2659346129603824,28.675230573629115
2016-07-01 10:00:00,34.28327197333425,9.550000190734863,33.28690342278579,8.041999816894531,1.9202795647105435,0.0,28.321396369126855
2016-07-01 11:00:00,35.76900100708008,12.483163785858714,33.93600082397461,9.094198546232716,1.7751145873422898,0.26452076154589055,27.99040008189335
2016-07-01 12:00:00,36.32474802907421,12.925521596910823,34.89244217000979,9.242276809328882,1.6462311037311033,0.0,27.23649978637696
2016-07-01 13:00:00,37.025001525878906,13.208286395374982,36.01248317053522,10.427000045776367,1.533629113876984,0.26311024606703787,26.57699966430664
2016-07-01 14:00:00,39.611615972471476,13.319000244140623,37.34403858900291,9.471854988747753,1.4373086177799324,0.26240623930347623,27.13443872380535
2016-07-01 15:00:00,40.66981039372353,13.295036954539452,39.055999755859375,9.553354905070464,1.2690000534057615,0.26170306652382436,26.79700088500977
2016-07-01 16:00:00,41.17278448592209,13.09902271523976,39.93256315009067,9.612662039135355,1.2935121068570306,0.2610007277280823,26.79700088500977
2016-07-01 17:00:00,41.12053824906714,13.402999877929688,39.24399948120117,9.64977639094243,1.2460360920311806,0.0,26.48401862113612
2016-07-01 18:00:00,42.72200012207031,12.318780820866484,39.37799835205078,9.664697960491685,2.7079999446868896,0.2595985520883276,26.31288775478388
2016-07-01 19:00:00,37.36100006103516,11.915684409772798,34.472000122070305,9.657426747783122,1.1999285436506826,0.2588987152443149,26.1645948057004
2016-07-01 20:00:00,38.80568583943805,11.53412623007106,33.08679786029941,10.401000022888184,2.7079999446868896,0.258199712384212,26.13750076293945
2016-07-01 21:00:00,37.861679934968,11.174106281761274,33.50699996948242,9.576305975592541,1.2189469702984541,0.25750154350801885,25.936522659339687
2016-07-01 22:00:00,36.83129610009678,10.835624564843435,33.71562121978792,9.006999969482422,1.2528784242579407,0.25680420861573555,25.85674346206246
2016-07-01 23:00:00,36.43899917602539,10.518681079317547,34.06271809403607,9.40641407437069,2.7079999446868896,0.0,25.917999267578125
2016-07-02 00:00:00,34.61543764967659,11.47599983215332,33.69499969482422,9.288178950373037,1.3695858134481163,0.25541204078289825,25.765698819314263
2016-07-02 01:00:00,33.63804905517903,9.949408802441628,33.7013895293436,9.14775104411757,0.0,0.0,26.357500076293945
2016-07-02 02:00:00,32.78236855133175,9.697080011091591,33.42940118584821,8.496999740600586,1.551419177666561,0.2540232088857002,25.766005845641075
2016-07-02 03:00:00,32.04839613813472,9.466289451133505,33.169269650827566,8.800316884833173,1.6667581004113838,0.0,25.800416234707615
2016-07-02 04:00:00,31.436131815587956,9.257037122567372,32.92099492428168,8.593310631804247,1.7983785169132744,0.0,25.8576645410429
2016-07-02 05:00:00,30.945575583691458,9.069323025393189,32.68457700621056,8.364111596517503,0.0,0.2519462159192265,25.937750764646943
2016-07-02 06:00:00,30.072999954223643,8.903147159610954,32.4600158966142,8.112719778972945,1.2899999618530271,0.25125555289822155,26.040674905519737
2016-07-02 07:00:00,30.291497962116097,8.75850952522067,32.247311595492604,7.839135179170564,1.2580000162124634,0.25056572386112635,26.166436963661283
2016-07-02 08:00:00,30.051797712970934,8.878999710083008,32.04646410284576,7.3979997634887695,2.483999967575073,0.24987672880794093,25.478500366210927
2016-07-02 09:00:00,29.85762669500972,8.533848950615955,31.97900009155273,7.251381952424819,2.483999967575073,0.24918856773866535,26.47462785817627
2016-07-02 10:00:00,29.708984908232477,8.453826010401524,31.680339542976363,6.98920196474639,2.629551937264012,0.0,26.63336274740099
